CGPA,Internships,Projects,Workshops,AptitudeScore,SoftSkills,PlacementTraining,Placed
-0.3948843665613428,0.4816189191750515,-0.9271000952312336,-1.4252947141677947,-1.5067862218241561,0.41710593226137205,1,0
1.5745781313321998,1.3751605131918447,1.4439998925724329,-1.4252947141677947,0.9777029578746583,-1.06901971712594,1,1
0.825326094090091,-0.4119226748417418,0.25844989867059964,1.3721433901850904,1.2035656105745505,0.41710593226137205,1,1
0.36863913805680604,1.3751605131918447,0.8512248956215163,0.672783864096869,0.9212372946996853,-1.5643949335883771,1,1
-1.1441364038034512,1.3751605131918447,0.8512248956215163,-0.026575661991352275,-0.3210072951497219,0.9124811487238094,1,1
-1.1441364038034512,0.4816189191750515,-0.9271000952312336,-0.026575661991352275,1.5988252527993618,-1.06901971712594,0,0
-1.4795158871403946,1.3751605131918447,-1.5198750921821502,-0.026575661991352275,-0.5468699478496142,-0.07826928420106527,1,0
1.2891487838113964,0.4816189191750515,0.25844989867059964,-1.4252947141677947,0.3565806629499547,0.9124811487238094,0,1
0.3829106054328459,-1.305464268858535,0.8512248956215163,0.672783864096869,0.41304632612492775,-1.06901971712594,1,1
0.7468330235218704,-1.305464268858535,-0.9271000952312336,1.3721433901850904,1.0341686210496315,-0.5736445006635026,1,1
-1.6079590935247565,0.4816189191750515,0.8512248956215163,-0.7259351880795736,-1.6761832113490753,-0.07826928420106527,0,0
1.6459354682124003,-1.305464268858535,0.25844989867059964,-0.7259351880795736,-0.3210072951497219,-0.5736445006635026,0,0
1.174977044803075,-0.4119226748417418,0.25844989867059964,-0.026575661991352275,1.1470999473995775,0.9124811487238094,0,1
-0.9514715942269092,1.3751605131918447,-0.33432509828031703,0.672783864096869,0.3001149997749817,-0.07826928420106527,0,0
-1.05850759954721,-0.4119226748417418,1.4439998925724329,-1.4252947141677947,-0.7727326005495064,0.41710593226137205,1,1
-1.0513718658591902,1.3751605131918447,1.4439998925724329,0.672783864096869,0.582443315649847,-1.06901971712594,0,0
-0.6374993119540254,-1.305464268858535,-0.9271000952312336,0.672783864096869,-0.377472958324695,0.9124811487238094,1,0
0.11888845897610283,-0.4119226748417418,0.25844989867059964,-1.4252947141677947,-1.6197175481741022,-1.5643949335883771,0,0
-0.2022195569848003,-1.305464268858535,-0.33432509828031703,-0.026575661991352275,0.5259776524748738,-0.07826928420106527,0,0
-0.6803137140821456,1.3751605131918447,-0.33432509828031703,0.672783864096869,-0.8856639268994525,-0.07826928420106527,1,1
0.4185892738729468,0.4816189191750515,0.8512248956215163,-0.7259351880795736,0.07425234707508944,1.4078563651862466,1,1
-1.2012222733076119,0.4816189191750515,0.8512248956215163,-1.4252947141677947,0.46951198929990084,0.9124811487238094,0,0
-0.6803137140821456,-0.4119226748417418,-0.33432509828031703,1.3721433901850904,1.5988252527993618,0.9124811487238094,1,1
-0.42342730131342315,-1.305464268858535,0.8512248956215163,-0.026575661991352275,-1.39385489547421,-0.5736445006635026,1,1
-0.11659075272855925,-1.305464268858535,0.25844989867059964,-1.4252947141677947,-1.6761832113490753,1.4078563651862466,1,0
1.0108551699786128,-0.4119226748417418,-1.5198750921821502,1.3721433901850904,0.9212372946996853,0.41710593226137205,1,0
-0.9942859963550295,0.4816189191750515,0.25844989867059964,1.3721433901850904,-0.43393862149966805,-0.5736445006635026,1,0
0.08320979053600255,1.3751605131918447,-0.33432509828031703,0.672783864096869,1.542359589624389,1.4078563651862466,1,1
0.3472319369927456,-0.4119226748417418,-0.33432509828031703,0.672783864096869,0.46951198929990084,-0.5736445006635026,1,1
-1.5223302892685155,1.3751605131918447,0.25844989867059964,0.672783864096869,1.4858939264494158,0.41710593226137205,1,1
0.4043178064969063,0.4816189191750515,0.8512248956215163,-1.4252947141677947,-0.7727326005495064,1.4078563651862466,0,1
-1.0941862679873104,-1.305464268858535,0.8512248956215163,-1.4252947141677947,0.18718367342503556,1.4078563651862466,1,0
-1.4581086860763348,0.4816189191750515,1.4439998925724329,-0.026575661991352275,1.5988252527993618,-1.5643949335883771,0,0
1.56744239764418,-0.4119226748417418,-0.33432509828031703,0.672783864096869,0.582443315649847,-0.5736445006635026,1,1
1.6316640008363605,-1.305464268858535,-0.9271000952312336,1.3721433901850904,-0.09514464244982973,-0.5736445006635026,1,1
1.0893482405468347,-0.4119226748417418,1.4439998925724329,-0.7259351880795736,-1.2244579059492908,-0.07826928420106527,1,1
-0.6374993119540254,-0.4119226748417418,0.8512248956215163,-0.026575661991352275,-0.9985952532493986,0.41710593226137205,1,1
-1.3439369470680136,0.4816189191750515,0.25844989867059964,-1.4252947141677947,-1.39385489547421,-1.06901971712594,0,0
0.6612042192656288,-0.4119226748417418,0.8512248956215163,-0.026575661991352275,-1.39385489547421,-1.5643949335883771,0,0
-0.17367662223271993,0.4816189191750515,0.25844989867059964,-0.026575661991352275,-0.6033356110245872,1.4078563651862466,1,1
-1.2583081428117724,-1.305464268858535,1.4439998925724329,-0.026575661991352275,1.2035656105745505,1.4078563651862466,0,1
0.018988187343821926,0.4816189191750515,-0.33432509828031703,-0.026575661991352275,1.2600312737495236,1.4078563651862466,1,1
-1.5580089577086158,-1.305464268858535,0.8512248956215163,-0.7259351880795736,-1.563251884999129,-1.5643949335883771,1,0
1.4318634575717974,0.4816189191750515,0.25844989867059964,0.672783864096869,-0.7727326005495064,1.4078563651862466,0,1
-0.794485453090467,1.3751605131918447,-0.33432509828031703,1.3721433901850904,1.0341686210496315,1.4078563651862466,0,1
0.5898468823854283,1.3751605131918447,-0.9271000952312336,-0.026575661991352275,-1.0550609164243716,0.41710593226137205,1,1
-0.6089563772019451,-0.4119226748417418,0.25844989867059964,-0.026575661991352275,0.9777029578746583,0.9124811487238094,1,1
0.10461699160006296,0.4816189191750515,1.4439998925724329,-0.026575661991352275,0.9212372946996853,0.9124811487238094,0,1
0.190245795856304,0.4816189191750515,-0.9271000952312336,0.672783864096869,0.8083059683497391,-0.07826928420106527,1,1
-1.0442361321711702,-1.305464268858535,-0.9271000952312336,-1.4252947141677947,1.3729626000994697,-0.07826928420106527,0,0
1.6387997345243805,-0.4119226748417418,-1.5198750921821502,-1.4252947141677947,-1.6761832113490753,1.4078563651862466,1,1
0.9751765015385132,0.4816189191750515,0.8512248956215163,-0.7259351880795736,-0.7727326005495064,0.41710593226137205,1,1
1.538899462892099,-0.4119226748417418,0.25844989867059964,-1.4252947141677947,-1.563251884999129,1.4078563651862466,0,1
1.3890490554436778,1.3751605131918447,-0.9271000952312336,-0.026575661991352275,-0.2645416319747489,-0.07826928420106527,0,1
0.36863913805680604,0.4816189191750515,-1.5198750921821502,-0.026575661991352275,-0.8856639268994525,-1.5643949335883771,0,0
1.4746778596999184,0.4816189191750515,1.4439998925724329,-0.026575661991352275,0.3001149997749817,-1.5643949335883771,1,1
-1.3796156155081138,-0.4119226748417418,-0.33432509828031703,-0.7259351880795736,0.07425234707508944,-1.06901971712594,1,0
-1.0085574637310692,0.4816189191750515,0.25844989867059964,-0.026575661991352275,0.07425234707508944,0.9124811487238094,1,1
